,yoji,yj_pos,yj_reading,j1,j1_Index,j1_Strokes,j1_Meanings,j1_Readings,j1_krad,j1_Kanji,j1_Grade,j1_Kanji Classification,j1_JLPT-test,j1_Kanji Frequency with Proper Nouns,j1_Kanji Frequency without Proper Nouns,j1_Symmetry,j2,j2_Index,j2_Strokes,j2_Meanings,j2_Readings,j2_krad,j2_Kanji,j2_Grade,j2_Kanji Classification,j2_JLPT-test,j2_Kanji Frequency with Proper Nouns,j2_Kanji Frequency without Proper Nouns,j2_Symmetry,j3,j3_Index,j3_Strokes,j3_Meanings,j3_Readings,j3_krad,j3_Kanji,j3_Grade,j3_Kanji Classification,j3_JLPT-test,j3_Kanji Frequency with Proper Nouns,j3_Kanji Frequency without Proper Nouns,j3_Symmetry,j4,j4_Index,j4_Strokes,j4_Meanings,j4_Readings,j4_krad,j4_Kanji,j4_Grade,j4_Kanji Classification,j4_JLPT-test,j4_Kanji Frequency with Proper Nouns,j4_Kanji Frequency without Proper Nouns,j4_Symmetry,bg1,bg1_Meanings,bg1_Readings,bg2,bg2_Meanings,bg2_Readings
733,百折不撓,['n'],ひゃくせつふとう,百,1614,6,"['[ひゃく (１００', ' 100/hundred]']",['ひゃく'],"['一', '白']",['百'],[1],['指事 Ideographic'],[5],[59480],[50835],['R'],折,934,7,"[' opportunity/chance/occasion/time folding/fold/pleat/crease small food box (wooden or cardboard) folding in ... (two, three, etc.) counter for folded items counter for items (esp. food) packed in an oribako]']",['おり'],"['斤', '扌']",['折'],[4],['会意 Com. Ideographic'],[3],[27998],[26727],['S'],不,10,4,"[' un-/non-/negative prefix,', ' un-/non- bad .../poor ...]']","['ふ', 'ぶ']","['｜', 'ノ', '一', '丶']",['不'],[4],['仮借 Loan'],[4],[379808],[375009],['R'],撓,1012,15,"[' heavily laden (of a branch)/sagging/drooping/bent low,', ' interpenetration of spirit between the poet and nature in a haiku]']","['たわわ', 'わ', 'しおり']","['土', '儿', '扌']",,,,,,,,百折,[],[],百折,[],[]
734,百尺竿頭,['n'],ひゃくしゃくかんとう,百,1614,6,"['[ひゃく (１００', ' 100/hundred]']",['ひゃく'],"['一', '白']",['百'],[1],['指事 Ideographic'],[5],[59480],[50835],['R'],尺,637,4,"[' shaku (unit of distance approximately equal to 30.3 cm) rule/measure/scale length,', ' distance between outstretched thumb and middle finger (approx. 18 cm),', ' ruler/measure]']","['しゃく', 'あた', 'さし']","['尸', '丶']",['尺'],[6],['象形 Pictographic'],[1],[1430],[1409],['S'],竿,1762,9,"[' rod/pole neck (of a shamisen, etc.)/shamisen beam (i.e. the crossbar of a balance) single line (esp. as a flying formation for geese) penis counter for flags (on poles)/counter for long, thin Japanese sweets (e.g. yōkan),', ' counter for poles, rods, etc.]']","['さお', 'かん']","['干', '竹']",,,,,,,,頭,2607,16,"[' counter for large animals (e.g. head of cattle)/counter for insects in a collection/counter for helmets, masks, etc.,', "" head hair (on one's head) mind/brains/intellect leader/chief/boss/captain top/tip beginning/start head/person down payment/deposit top structural component of a kanji 10. pair,"", ' top of .../head of ... the moment that ...,', ' head/dome/bean/nob/noggin,', "" shape of one's head,"", ' head,', ' head]']","['とう', 'あたま', 'がしら', 'どたま', 'ど', 'かぶし', 'こうべ', 'ず']","['貝', '目', 'ハ', '口', '豆', '并', '頁']",['頭'],[2],['形声 Phonetic'],[3],[117411],[114844],['P'],百尺,[],[],百尺,[],[]
736,横行跋扈,"['n,vs']",おうこうばっこ,横,1239,15,"[' horizontal (as opposed to vertical)/lying down side-to-side (as opposed to front-to-back)/width/breadth side (of a box, etc.) beside/aside/next to unconnected]']",['よこ'],"['｜', '黄', '田', '二', '日', 'ハ', '木', '廾']",['横'],[3],['形声 Phonetic'],[3],[138234],[45375],['R'],行,2122,6,"[' line (of text)/row/verse carya (austerities) samskara (formations) semi-cursive style (of writing Chinese characters)/running style,', "" going/travelling/traveling/journey/trip act/action bank counter for banks counter for groups or parties of people type of classical Chinese verse (usu. an epic from the Tang period onwards) shopping district (of similar merchants; in the Sui and Tang periods) merchants' guild (in the Tang period)]""]","['ぎょう', 'こう']","['行', '彳']",['行'],[2],['象形 Pictographic'],[5],[750313],[708761],['P'],跋,2312,12,[' epilogue/postscript/envoi]'],['ばつ'],"['ノ', '一', '口', '足', '丶', '攵']",,,,,,,,扈,918,11,[],[],"['戸', '⻏', '口', '巴', '一', '尸']",,,,,,,,横行,[' walking sideways/staggering/striding being rampant/being widespread/being prevalent]'],['おうこう'],横行,[' walking sideways/staggering/striding being rampant/being widespread/being prevalent]'],['おうこう']
738,罵詈讒謗,"['n,vs']",ばりざんぼう,罵,1889,15,[],[],"['馬', '罒']",['罵'],[7],['形声 Phonetic'],[0],[382],[382],['S'],詈,2195,12,[],[],"['言', '罒']",,,,,,,,讒,2257,24,[' false charge/slander/defamation]'],['ざん'],"['言', '口', '比', '儿']",,,,,,,,謗,2243,17,[],[],"['言', '并', '方', '立', '亠', '冖']",,,,,,,,罵詈,[' (verbal) abuse/abusive language]'],['ばり'],罵詈,[' (verbal) abuse/abusive language]'],['ばり']
740,名誉挽回,"['n,vs']",めいよばんかい,名,345,6,"[' name/given name title fame/renown/reputation pretext/pretense/justification/appearance,', ' counter for people (usu. seating, reservations and such) first name famous/great name noun]']","['な', 'めい']","['口', '夕']",['名'],[1],['会意 Com. Ideographic'],[5],[291373],[241836],['S'],誉,2210,13,[],[],"['一', '言', '⺌', '并']",['誉'],[7],['形声 Phonetic'],[1],[23097],[22380],['.'],挽,967,10,[],[],"['｜', '一', '免', '儿', '扌']",,,,,,,,回,438,6,[' counter for occurrences a time/an instance inning (baseball)/round/game episode/chapter/instalment Hui (people) Islam]'],['かい'],"['口', '囗']",['回'],[2],['象形 Pictographic'],[3],[680362],[680362],['R'],名誉,[' honor/honour/credit/prestige]'],['めいよ'],名誉,[' honor/honour/credit/prestige]'],['めいよ']
741,阿諛便佞,"['n,adj-no']",あゆべんねい,阿,2517,8,"[' corner/nook/recess shade/shadow/dark area dark circles (under the eyes)/dark rings shading/gradation kumadori/style of kabuki makeup used for violent roles,', ' first Sanskrit alphabet letter Africa Awa (old province of Japan) prefixed to names to show intimacy]']","['くま', 'あ']","['一', '口', '亅', '⻖']",,,,,,,,諛,2231,16,[],[],"['言', '人', '日', '臼']",,,,,,,,便,112,9,"[' flight (e.g. airline flight)/trip (e.g. train trip)/service mail/post/letter opportunity/chance,', ' convenience/service/facility/accommodation excreta (esp. faeces)/excrement/stool,', ' something to rely on/aid/clue/way/means someone to rely on/relative reminder/memento]']","['びん', 'べん', 'よすが']","['｜', 'ノ', '一', '⺅', '日', '田']",['便'],[4],['会意 Com. Ideographic'],[3],[48844],[47573],['S'],佞,96,7,[' flattery/insincerity]'],['ねい'],"['⺅', '女', '二']",,,,,,,,阿諛,[' flattery/adulation]'],['あゆ'],阿諛,[' flattery/adulation]'],['あゆ']
742,威風凛凛,"['adj-t,adv-to']",いふうりんりん,威,551,9,"[' leather strap binding the plates of traditional Japanese armor (armour),', ' power/authority/might/influence/dignity/majesty]']","['おどし', 'い']","['ノ', '女', '戈', '厂']",['威'],[7],['会意 Com. Ideographic'],[1],[20554],[19116],['S'],風,2623,9,"["" swing/shake/wave/swinging appearance/behaviour pretence (pretense)/show/pretending (to) going to restaurant, hotel etc. without a reservation or introduction move (dance)/postures lead in (e.g. to a running joke, asking a question)/lead up unsewn part of a hanging sleeve on a traditional Japanese woman's garment counter for swords, blades, etc. not wearing underwear or pants,"", ' wind/breeze/draught/draft manner/behaviour/behavior cold/influenza,', ' method/manner/way/style appearance/air tendency folk song (genre of the Shi Jing) wind (one of the five elements)]']","['ふり', 'り', 'かぜ', 'ふう']","['風', '冂', '虫', 'ノ']",['風'],[2],['形声 Phonetic'],[4],[98812],[95284],['S'],凛,209,15,[' cold/frigid/bracing dignified]'],['りん'],"['口', '示', '二', '小', '亠', '冫', '囗']",,,,,,,,凛,209,15,[' cold/frigid/bracing dignified]'],['りん'],"['口', '示', '二', '小', '亠', '冫', '囗']",,,,,,,,威風,[' majesty/dignity]'],['いふう'],威風,[' majesty/dignity]'],['いふう']
748,純真無垢,"['n,adj-na']",じゅんしんむく,純,1816,10,[' innocent/chaste/naive pure/unmixed/genuine/unalloyed]'],['じゅん'],"['糸', '幺', '小', '屯']",['純'],[6],['形声 Phonetic'],[2],[47796],[14828],['R'],真,1642,10,"[' truth/reality/genuineness seriousness logical truth printed style writing star performer,', ' just/right/due (east) pure/genuine/true truth,', ' beloved/dear]']","['しん', 'ま', 'まな']","['一', '十', 'ハ', '目']",['真'],[3],['会意 Com. Ideographic'],[4],[315343],[267420],['R'],無,1464,12,"[' nothing/naught/nought/nil/zero un-/non-,', ' un-/non- bad .../poor ...]']","['む', 'ぶ']","['｜', 'ノ', '一', '灬', '無']",['無'],[4],['仮借 Loan'],[2],[225588],[224748],['R'],垢,464,9,"[' dirt/filth/grime account (e.g. online service),', ' klesha (polluting thoughts such as greed, hatred and delusion, which result in suffering)]']","['あか', 'く']","['ノ', '斤', '口', '土', '亅', '厂']",,,,,,,,純真,[' pure/innocent/naive/unspoilt/pure-hearted/ingenuous]'],['じゅんしん'],純真,[' pure/innocent/naive/unspoilt/pure-hearted/ingenuous]'],['じゅんしん']
756,蝸牛角上,['n'],かぎゅうかくじょう,蝸,2109,15,[],[],"['口', '虫', '冂']",,,,,,,,牛,1498,4,"[' cattle (Bos taurus)/cow/bull/ox/calf beef Chinese ""Ox"" constellation (one of the 28 mansions)]']",['うし'],['牛'],['牛'],[2],['象形 Pictographic'],[4],[35738],[32331],['S'],角,2178,7,"[' angle square/cube bishop third degree (of the Japanese and Chinese pentatonic scale) Chinese ""horn"" constellation (one of the 28 mansions) jiao (monetary unit of China; one-tenth of a yuan),', "" corner/edge (street) corner/turning rough edges (of one's character, words, etc.)/abrasiveness/harshness/sharpness,"", ' horn/antler antenna/feeler/tentacle (e.g. of a snail) horn-like projection (e.g. peaks of whipped cream),', ' corner/nook/recess downstage right (on a noh stage)]']","['かく', 'かど', 'つの', 'すみ']","['角', '勹', '月', '｜']",['角'],[2],['象形 Pictographic'],[2],[53297],[43674],['S'],上,8,3,"[' above/up/over/elder (e.g. daughter) top/summit/head (e.g. of a staircase) surface before/previous superiority/one\'s superior/one\'s elder on top of that/besides/what\'s more/not only ... but upon (further inspection, etc.)/based on (and occurring after) matters concerning .../as concerns ... since (i.e. ""for that reason"") 10. honorable/venerable 11. place of one\'s superior (e.g. the throne) 12. emperor/sovereign/shogun/daimyo 13. noblewoman (esp. the wife of a nobleman),', ' upper/upward/outer/surface/top,', ' upper reaches (of a river)/upper stream top/upper part/upper half (of the body) long ago beginning/first person of high rank (e.g. the emperor) government/imperial court imperial capital (i.e. Kyoto)/capital region (i.e. Kansai)/region (or direction of) the imperial palace head (of a table) wife/mistress (of a restaurant),', ' from the standpoint of/as a matter of (e.g. fact)/in the field of/being of the type of aboard (a ship or vehicle)/on top of/on/above first volume (e.g. book) superior quality/best/top/high class going up governmental/imperial presenting/showing ana-]']","['うえ', 'うわ', 'かみ', 'じょう']","['一', '卜']",['上'],[1],['指事 Ideographic'],[5],[862397],[739020],['S'],蝸牛,[' snail cochlea]'],['かたつむり'],蝸牛,[' snail cochlea]'],['かたつむり']
767,純情可憐,"['n,adj-na']",じゅんじょうかれん,純,1816,10,[' innocent/chaste/naive pure/unmixed/genuine/unalloyed]'],['じゅん'],"['糸', '幺', '小', '屯']",['純'],[6],['形声 Phonetic'],[2],[47796],[14828],['R'],情,849,11,[' feelings/emotion/sentiment compassion/sympathy passion/affection/love the way things really are/the actual situation]'],['じょう'],"['月', '青', '土', '二', '忄', '亠']",['情'],[5],['形声 Phonetic'],[3],[241529],[240958],['P'],可,333,5,[' acceptable/satisfactory/allowed/permitted approval/being in favour/(a) vote in favour/aye Pass (grade)/Fair/C/D]'],['か'],"['一', '口', '亅']",['可'],[5],['会意 Com. Ideographic'],[3],[165873],[165025],['S'],憐,884,16,[],[],"['舛', '米', '忄', '夕']",,,,,,,,純情,[' pure heart/naivete/innocence]'],['じゅんじょう'],純情,[' pure heart/naivete/innocence]'],['じゅんじょう']
768,五穀豊穣,['n'],ごこくほうじょう,五,41,4,"[' five, ウー', ' five]']",['ご'],"['一', '二', '五']",['五'],[1],['仮借 Loan'],[5],[166108],[149703],['R'],穀,1729,14,[],[],"['禾', '士', '冖', '殳', '几', '又']",['穀'],[6],['形声 Phonetic'],[1],[2738],[2452],['S'],豊,2260,13,[],[],"['｜', '一', '口', '豆', '日', '并']",['豊'],[5],['象形 Pictographic'],[2],[59433],[19871],['R'],穣,1735,18,[' 10^28/ten octillion]'],['じょう'],"['衣', '禾', 'ハ', '亠']",,,,,,,,五穀,"[' the five grains (wheat, rice, beans, millet (awa and kibi))]']",['ごこく'],五穀,"[' the five grains (wheat, rice, beans, millet (awa and kibi))]']",['ごこく']
773,傀儡政権,['n'],かいらいせいけん,傀,145,12,[],[],"['⺅', '鬼', '田', '儿', '匕', '厶']",,,,,,,,儡,166,17,[],[],"['⺅', '田']",,,,,,,,政,1036,9,[' rule/government]'],['まつりごと'],"['一', '止', '攵']",['政'],[5],['形声 Phonetic'],[3],[673588],[660968],['S'],権,1238,15,[' right (to do something) authority/power]'],['けん'],"['矢', '木', '隹']",['権'],[6],['形声 Phonetic'],[3],[446386],[445373],['P'],傀儡,[' puppet/marionette/dummy puppeteer prostitute]'],['かいらい'],傀儡,[' puppet/marionette/dummy puppeteer prostitute]'],['かいらい']
783,狡兎三窟,['n'],こうとさんくつ,狡,1516,9,[' cunning deed/sly trick/foul play cunning person/sly fellow/cheat]'],['ずる'],"['犭', '父', '亠']",,,,,,,,兎,177,8,[' rabbit/hare/coney/cony/lagomorph (esp. leporids)]'],['うさぎ'],"['ノ', '丶', '儿', '口', '｜']",,,,,,,,三,7,3,"[' three tri-, サン', ' three]']",['さん'],"['一', '二']",['三'],[1],['指事 Ideographic'],[5],[304749],[151259],['R'],窟,1749,13,"[' cavern/grotto,', ' caves dug as tombs in and around Kamakura during the Kamakura and Muromachi periods]']","['いわや', 'やぐら']","['｜', '穴', '山', '儿', '宀', '尸']",['窟'],[7],['形声 Phonetic'],[0],[822],[822],['P'],狡兎,[' smart rabbit/cunning rabbit/nimble rabbit]'],['こうと'],狡兎,[' smart rabbit/cunning rabbit/nimble rabbit]'],['こうと']
789,伏竜鳳雛,['n'],ふくりょうほうすう,伏,73,6,[],[],"['⺅', '犬']",['伏'],[7],['会意 Com. Ideographic'],[1],[12862],[7413],['S'],竜,1753,10,[' dragon (esp. a Chinese dragon) naga/semi-divine human-cobra chimera in Hindu and Buddhist mythology promoted rook]'],['りゅう'],"['立', '竜', '田', '乙']",['竜'],[7],['象形 Pictographic'],[1],[19009],[9853],['S'],鳳,2701,14,"[' feng (male Chinese firebird),', ' large bird peng (in Chinese mythology, giant bird said to transform from a fish) fenghuang (Chinese phoenix)]']","['ほう', 'おおとり']","['鳥', '几', '灬']",,,,,,,,雛,2559,18,"[' young bird/chick/fledgling greenhorn/fledgeling/novice/rookie,', "" young bird/chick/fledgling hina doll/doll displayed during the Girls' Festival]""]","['ひよこ', 'ひな']","['勹', '屮', '隹']",,,,,,,,伏竜,[' suicide divers (part of the Japanese Special Attack Units during WWII)]'],['ふくりゅう'],伏竜,[' suicide divers (part of the Japanese Special Attack Units during WWII)]'],['ふくりゅう']
798,烏兎匆匆,"['exp,n']",うとそうそう,烏,1459,10,[' crow (Corvus spp.)/raven]'],['からす'],"['鳥', '灬']",,,,,,,,兎,177,8,[' rabbit/hare/coney/cony/lagomorph (esp. leporids)]'],['うさぎ'],"['ノ', '丶', '儿', '口', '｜']",,,,,,,,匆,277,5,[],[],"['丶', '勿', '勹']",,,,,,,,匆,277,5,[],[],"['丶', '勿', '勹']",,,,,,,,烏兎,[' sun and moon time/the years/the months]'],['うと'],烏兎,[' sun and moon time/the years/the months]'],['うと']
801,人心収攬,['n'],じんしんしゅうらん,人,49,2,"[' -ian (e.g. Italian)/-ite (e.g. Tokyoite) -er (e.g. performer, etc.)/person working with ... man/person/people,', ' person,', ' man/person human being/mankind/people human (Homo sapiens)/humans as a species character/personality man of talent/true man another person/other people/others adult,', ' counter for people]']","['じん', 'と', 'ひと', 'にん']",['人'],['人'],[1],['象形 Pictographic'],[5],[1757335],[1696029],['P'],心,787,4,"[' mind/heart/spirit the meaning of a phrase (riddle, etc.),', ' heart/mind/spirit/vitality/inner strength bottom of one\'s heart/core (of one\'s character)/nature centre/center/core/heart heart (organ) Chinese ""Heart"" constellation (one of the 28 mansions) friend]']","['こころ', 'しん']",['心'],['心'],[2],['象形 Pictographic'],[4],[258654],[256954],['P'],収,321,4,[],[],"['｜', '又']",['収'],[6],['会意 Com. Ideographic'],[3],[146647],[146002],['S'],攬,1031,25,[],[],"['見', '臣', '扌']",,,,,,,,人心,"["" human nature/human heart/human spirit/kindness/sympathy public feeling/people's sentiments consciousness/awareness]""]",['じんしん'],人心,"["" human nature/human heart/human spirit/kindness/sympathy public feeling/people's sentiments consciousness/awareness]""]",['じんしん']
808,嘉辰令月,['n'],かしんれいげつ,嘉,417,14,[],[],"['口', '士', '力']",,,,,,,,辰,2374,7,"[' the Dragon (fifth sign of the Chinese zodiac) hour of the Dragon (around 8am, 7-9am, or 8-10am) east-southeast third month of the lunar calendar]']",['たつ'],"['衣', '辰', '厂']",,,,,,,,令,62,5,"[' command/order/dictation nth year in the Reiwa era (May 1, 2019-),', ' administrative and civil code]']","['れい', 'りょう']","['𠆢', '卩', '一']",['令'],[4],['象形 Pictographic'],[2],[38748],[38418],['P'],月,1130,4,"[' moon month,', ' Monday]']","['つき', 'げつ']",['月'],['月'],[1],['象形 Pictographic'],[5],[960443],[951166],['S'],嘉辰,[' lucky day/auspicious occasion/happy day]'],['かしん'],嘉辰,[' lucky day/auspicious occasion/happy day]'],['かしん']
